marca;preco;link;tamanho;taxa_atualizacao
Monitor Gamer Draxen, 23.8'' resolução de 1920 x 1080, tempo de resposta de 1 MS 165Hz Full HD, 1x Hdmi E. 1x dp, Sem Borda;R$ 636,65;https://www.kabum.com.br/produto/396485/monitor-gamer-draxen-23-8-resolucao-de-1920-x-1080-tempo-de-resposta-de-1-ms-165hz-full-hd-1x-hdmi-e-1x-dp-sem-borda;23.8;165
"Monitor Gamer AOC Viper 27"" FULL HD, 165Hz, 1Ms, FreeSync, HDMI E DisplayPort - 27G2SE";R$ 995,00;https://www.kabum.com.br/produto/395695/monitor-gamer-aoc-viper-27-full-hd-165hz-1ms-freesync-hdmi-e-displayport-27g2se;27;165
"Monitor Gamer Samsung Odyssey G32, 27"" Full HD, Tela Plana, 165Hz, 1Ms, HDMI, FreeSync Premium, Game Mode";R$ 1.089,00;https://www.kabum.com.br/produto/374587/monitor-gamer-samsung-odyssey-g32-27-full-hd-tela-plana-165hz-1ms-hdmi-freesync-premium-game-mode;27;165
Monitor Concórdia Gamer Curvo, 27'', Led Full Hd, 165hz, Freesync - Cz270f;R$ 918,85;https://www.kabum.com.br/produto/430112/monitor-concordia-gamer-curvo-27-led-full-hd-165hz-freesync-cz270f;27;165
Monitor Gamer Concórdia 23.8'' Led, 165Hz, Display Port, HDMI, Freesync - R200s;R$ 729,30;https://www.kabum.com.br/produto/430113/monitor-gamer-concordia-23-8-led-165hz-display-port-hdmi-freesync-r200s;23.8;165
"Monitor Gamer LG Ergo DualUp 28"" SDQHD, 60Hz, IPS, HDMI e USB-C, HDR 10, Ajuste de Altura, Som Integrado, VESA, PBP - 28MQ780";R$ 3.399,00;https://www.kabum.com.br/produto/444039/monitor-gamer-lg-ergo-dualup-28-sdqhd-60hz-ips-hdmi-e-usb-c-hdr-10-ajuste-de-altura-som-integrado-vesa-pbp-28mq780;28;60
"Monitor Gamer Curvo LG UltraGear, 45"" OLED QHD, 240Hz, 0.03ms, DisplayPort e HDMI, HDR400, G-Sync, FreeSync, Preto ? 45GS95QE-B";R$ 9.999,99;https://www.kabum.com.br/produto/620993/monitor-gamer-curvo-lg-ultragear-45-oled-qhd-240hz-0-03ms-displayport-e-hdmi-hdr400-g-sync-freesync-preto-45gs95qe-b;45;240
Monitor Gamer Alienware, 27 Polegadas, 60hz Qd-oled - Aw2725df;R$ 6.174,05;https://www.kabum.com.br/produto/534733/monitor-gamer-alienware-27-polegadas-60hz-qd-oled-aw2725df;;60
"Monitor Gamer Curvo Concórdia, 23.8"" Full HD, 165Hz, HDMI, 1ms, USB, SRGB, Antirreflexo - CZ238F";R$ 739,00;https://www.kabum.com.br/produto/595974/monitor-gamer-curvo-concordia-23-8-full-hd-165hz-hdmi-1ms-usb-srgb-antirreflexo-cz238f;23.8;165
Monitor Gamer Asus Rog Strix 49”, Curvo Ultrawide 144hz HDMI Displayport - Xg49vq;R$ 8.667,90;https://www.kabum.com.br/produto/538943/monitor-gamer-asus-rog-strix-49-curvo-ultrawide-144hz-hdmi-displayport-xg49vq;49;144
"Monitor Gamer MSI G274F, 27"", 180Hz, Full HD, 1ms, DisplayPort e HDMI, Adaptive-Sync";R$ 1.149,99;https://www.kabum.com.br/produto/524453/monitor-gamer-msi-g274f-27-180hz-full-hd-1ms-displayport-e-hdmi-adaptive-sync;27;180
"Monitor Gamer Lg 29"" LED, Ultra Wide, 75hz, Full Hd, Ips, Displayport E HDMI, Freesync, Vesa, Preto - 29um69g";R$ 999,00;https://www.kabum.com.br/produto/633623/monitor-gamer-lg-29-led-ultra-wide-75hz-full-hd-ips-displayport-e-hdmi-freesync-vesa-preto-29um69g;29;75
"Monitor Gamer AsRock 27"" 165Hz, Full HD, 1ms, IPS, DisplayPort e HDMI, HDR, FreeSync, 123% sRGB - PG27FF1A";R$ 1.199,99;https://www.kabum.com.br/produto/514497/monitor-gamer-asrock-27-165hz-full-hd-1ms-ips-displayport-e-hdmi-hdr-freesync-123-srgb-pg27ff1a;27;165
"Monitor Gamer Corsair Xeneon Flex OLED 45"" WQHD, 240Hz, 0.03ms, DisplayPort e HDMI, G-Sync e FreeSync Premium - CM-9030001-NA";R$ 9.999,00;https://www.kabum.com.br/produto/478724/monitor-gamer-corsair-xeneon-flex-oled-45-wqhd-240hz-0-03ms-displayport-e-hdmi-g-sync-e-freesync-premium-cm-9030001-na;45;240
Monitor Gamer AOC 27 2K QHD, 170Hz, 1ms, IPS, HDMI e DisplayPort, G-Sync, HDR, 129% sRGB, VESA - AG275QXR;R$ 2.399,99;https://www.kabum.com.br/produto/471888/monitor-gamer-aoc-27-2k-qhd-170hz-1ms-ips-hdmi-e-displayport-g-sync-hdr-129-srgb-vesa-ag275qxr;;170
Monitor Gamer Samsung Odyssey G40, 25p, FHD, Tela Plana, 240Hz, 1Ms, HDMI, FreeSync Premium, G-Sync;R$ 1.704,31;https://www.kabum.com.br/produto/374598/monitor-gamer-samsung-odyssey-g40-25p-fhd-tela-plana-240hz-1ms-hdmi-freesync-premium-g-sync;;240
"Monitor Gamer LG 34"" Full HD, Ultrawide, 75Hz, 5Ms, HDMI, IPS, HDR10, Freesync - 34wp550-b";R$ 2.587,19;https://www.kabum.com.br/produto/340630/monitor-gamer-lg-34-full-hd-ultrawide-75hz-5ms-hdmi-ips-hdr10-freesync-34wp550-b;34;75
Monitor Gamer Asus TUF 27' IPS, 280 Hz, Full HD, 1ms, G-Sync, HDR 400, 99% sRGB, HDMI/DisplayPort, Ajuste de Altura, Vesa, Som - VG279QM;R$ 2.199,99;https://www.kabum.com.br/produto/113008/monitor-gamer-asus-tuf-27-ips-280-hz-full-hd-1ms-g-sync-hdr-400-99-srgb-hdmi-displayport-ajuste-de-altura-vesa-som-vg279qm;27;280
"Monitor Gamer ASUS TUF 23.8"", 165Hz, Full HD, 1ms, DisplayPort e HDMI, FreeSync Premium, Som Integrado, Extreme Low Motion Blue - VG247Q1A";R$ 1.700,00;https://www.kabum.com.br/produto/211015/monitor-gamer-asus-tuf-23-8-165hz-full-hd-1ms-displayport-e-hdmi-freesync-premium-som-integrado-extreme-low-motion-blue-vg247q1a;23.8;165
"Monitor Gamer PCYes O-CREED O40 27"", 165Hz, Full HD, 1ms, DisplayPort, HDMI e USB, FreeSync - PMG270FD165";R$ 849,99;https://www.kabum.com.br/produto/534292/monitor-gamer-pcyes-o-creed-o40-27-165hz-full-hd-1ms-displayport-hdmi-e-usb-freesync-pmg270fd165;27;165
"Monitor Gamer BenQ Zowie XL2546X 24.5"" Full HD, 240Hz, 1ms, IPS, DisplayPort e HDMI, Tecnologia DyAc, Ajuste de Altura - 9H.LLRLB.QBL";R$ 4.799,99;https://www.kabum.com.br/produto/535603/monitor-gamer-benq-zowie-xl2546x-24-5-full-hd-240hz-1ms-ips-displayport-e-hdmi-tecnologia-dyac-ajuste-de-altura-9h-llrlb-qbl;24.5;240
"Monitor Gamer Acer Nitro, 27"" Led Full HD, 100Hz, 1ms, Vrb, Vga, HDMI - Kg273 Ebi";R$ 899,00;https://www.kabum.com.br/produto/509346/monitor-gamer-acer-nitro-27-led-full-hd-100hz-1ms-vrb-vga-hdmi-kg273-ebi;27;100
Monitor Acer Gamer Nitro Ed320q X2bmiipx 31.5” Zeroframe LED Fhd 240hz 1ms Vrb 1x HDMI;R$ 1.599,00;https://www.kabum.com.br/produto/618219/monitor-acer-gamer-nitro-ed320q-x2bmiipx-31-5-zeroframe-led-fhd-240hz-1ms-vrb-1x-hdmi;31.5;240
"Monitor Gamer ASUS TUF VG249Q3A, 24"" Full HD, 180Hz, 1ms, IPS, DisplayPort e HDMI, FreeSync, 99% sRGB - 90LM09B0-B021B0";R$ 1.199,99;https://www.kabum.com.br/produto/582419/monitor-gamer-asus-tuf-vg249q3a-24-full-hd-180hz-1ms-ips-displayport-e-hdmi-freesync-99-srgb-90lm09b0-b021b0;24;180
"Monitor Gamer Acer Ka272, 27"" Full Hd, 100hz, Ips, 1ms, VGA, HDMI - Um.hx2aa.e06";R$ 946,05;https://www.kabum.com.br/produto/516403/monitor-gamer-acer-ka272-27-full-hd-100hz-ips-1ms-vga-hdmi-um-hx2aa-e06;27;100
"Monitor Gamer Curvo Primetek, 34"" WQHD, 180Hz, HDMI / DP - 34gsr";R$ 1.872,78;https://www.kabum.com.br/produto/518646/monitor-gamer-curvo-primetek-34-wqhd-180hz-hdmi-dp-34gsr;34;180
Monitor Gamer 27,bluecase,100hz,branco Curvo Nyx Bm27ffh3gcw;R$ 839,99;https://www.kabum.com.br/produto/632724/monitor-gamer-27-bluecase-100hz-branco-curvo-nyx-bm27ffh3gcw;;100
Monitor Gamer Tela 19’’ 5ms 60hz HDMI Vga Gaming Ajustável Full Hd;R$ 362,00;https://www.kabum.com.br/produto/624522/monitor-gamer-tela-19-5ms-60hz-hdmi-vga-gaming-ajustavel-full-hd;;60
"Monitor Gamer Duex 27"", 240Hz, Full HD, 1ms, IPS, DisplayPort e HDMI, 99% sRGB, VESA - 270ZG";R$ 889,99;https://www.kabum.com.br/produto/399668/monitor-gamer-duex-27-240hz-full-hd-1ms-ips-displayport-e-hdmi-99-srgb-vesa-270zg;27;240
"Monitor Gamer PCYes O-CREED O10 23.8"", 165Hz, Full HD, 1ms, DisplayPort, HDMI e USB, FreeSync - PMG240FD165";R$ 699,99;https://www.kabum.com.br/produto/534287/monitor-gamer-pcyes-o-creed-o10-23-8-165hz-full-hd-1ms-displayport-hdmi-e-usb-freesync-pmg240fd165;23.8;165
Monitor Gamer 22 polegadas 60hz PC Reduz Luz Azul HDMI Vga;R$ 402,83;https://www.kabum.com.br/produto/624524/monitor-gamer-22-polegadas-60hz-pc-reduz-luz-azul-hdmi-vga;;60
"Monitor Gamer BRX Slim 20 "" LED, 60Hz, 3Ms, HDMI/VGA";R$ 379,91;https://www.kabum.com.br/produto/379593/monitor-gamer-brx-slim-20-led-60hz-3ms-hdmi-vga;20;60
"Monitor Gamer Curvo Alienware, 32"" 4K Qd-OLED, 240Hz, 0.03 Ms, DisplayPort, HDMI - Aw3225qf";R$ 8.074,05;https://www.kabum.com.br/produto/534732/monitor-gamer-curvo-alienware-32-4k-qd-oled-240hz-0-03-ms-displayport-hdmi-aw3225qf;32;240
"Monitor Touch Elgin Cm15-h 15"" Vga - HDMI";R$ 1.915,44;https://www.kabum.com.br/produto/597392/monitor-touch-elgin-cm15-h-15-vga-hdmi;15;
Monitor Gamer Concórdia 27 Polegadas, 2K, WQHD, 165hz, 1ms, HDMI, DP - K270q;R$ 2.549,15;https://www.kabum.com.br/produto/422030/monitor-gamer-concordia-27-polegadas-2k-wqhd-165hz-1ms-hdmi-dp-k270q;;165
"Monitor Gamer AsRock 31.5"", 165Hz, QHD, 1ms, DisplayPort e HDMI, HDR, FreeSync, 116% sRGB - PG32QF2B";R$ 1.999,99;https://www.kabum.com.br/produto/514490/monitor-gamer-asrock-31-5-165hz-qhd-1ms-displayport-e-hdmi-hdr-freesync-116-srgb-pg32qf2b;31.5;165
"Monitor Gamer BenQ Mobiuz EX240N 23.8"", 165Hz, Full HD, 1ms, IPS, DisplayPort e HDMI, FreeSync Premium, HDRi, Som Integrado, sRGB - 9H.LL6LB.QBA";R$ 1.799,99;https://www.kabum.com.br/produto/531093/monitor-gamer-benq-mobiuz-ex240n-23-8-165hz-full-hd-1ms-ips-displayport-e-hdmi-freesync-premium-hdri-som-integrado-srgb-9h-ll6lb-qba;23.8;165
"Monitor Gamer Cooler Master 23.8"", 144Hz, Full HD, 0.5ms, DisplayPort e HDMI, DCI-P3 de 90%, HDR - CMI-GM238-FFS-BR";R$ 1.399,99;https://www.kabum.com.br/produto/378059/monitor-gamer-cooler-master-23-8-144hz-full-hd-0-5ms-displayport-e-hdmi-dci-p3-de-90-hdr-cmi-gm238-ffs-br;23.8;144
Monitor Gamer ASUS ROG Swift PG27AQDM 27 OLED QHD, 240 Hz, 0.03ms, G-SYNC compatible - 90LM08Q0-B01AX0;R$ 7.999,99;https://www.kabum.com.br/produto/518333/monitor-gamer-asus-rog-swift-pg27aqdm-27-oled-qhd-240-hz-0-03ms-g-sync-compatible-90lm08q0-b01ax0;;240
"Monitor Gamer Redragon Vaga, 23.8"" Full HD, IPS, 75hz, HDMI e VGA, Preto - BM24V9";R$ 679,99;https://www.kabum.com.br/produto/630343/monitor-gamer-redragon-vaga-23-8-full-hd-ips-75hz-hdmi-e-vga-preto-bm24v9;23.8;75
Monitor Gamer Concórdia 27 Polegadas, LED Full HD, 165Hz, 1Ms, Freesync - H270F;R$ 889,10;https://www.kabum.com.br/produto/422039/monitor-gamer-concordia-27-polegadas-led-full-hd-165hz-1ms-freesync-h270f;;165
Monitor Gamer Curvo Concórdia 31.5 Polegadas, 2k, WQHD, 165hz, 1ms, 2 HDMI, DP, Ajuste De Altura E Rotação - C315Q;R$ 3.059,15;https://www.kabum.com.br/produto/422029/monitor-gamer-curvo-concordia-31-5-polegadas-2k-wqhd-165hz-1ms-2-hdmi-dp-ajuste-de-altura-e-rotacao-c315q;;165
Monitor Gamer Samsung Odyssey G5 34” Uwqhd, Tela Curva Ultrawide, Painel Va, 165hz, 1ms, Hdr10, HDMI, Dp, Freesync Premium Preto;R$ 3.156,84;https://www.kabum.com.br/produto/602367/monitor-gamer-samsung-odyssey-g5-34-uwqhd-tela-curva-ultrawide-painel-va-165hz-1ms-hdr10-hdmi-dp-freesync-premium-preto;34;165
Monitor Gamer Curvo AOC Agon Pro 49 LED Full HD, 144Hz, 1ms, HDMI/DisplayPort, FreeSync Premium, 120% sRGB, Preto e Prata - AG493QCX;R$ 5.899,90;https://www.kabum.com.br/produto/373507/monitor-gamer-curvo-aoc-agon-pro-49-led-full-hd-144hz-1ms-hdmi-displayport-freesync-premium-120-srgb-preto-e-prata-ag493qcx;;144
"Monitor Gamer KBM! GAMING MG900 34"" Curvo, Mini-led, 180 Hz, 1ms, HDMI e DisplayPort, USB-C, HDR, FreeSync - KGMG90034BR";R$ 3.799,99;https://www.kabum.com.br/produto/519138/monitor-gamer-kbm-gaming-mg900-34-curvo-mini-led-180-hz-1ms-hdmi-e-displayport-usb-c-hdr-freesync-kgmg90034br;34;180
"Monitor Gamer ASUS TUF 23.8"" Wide, 144 Hz, Full HD, 1ms, IPS, DisplayPort e HDMI, FreeSync, Ajuste de Altura, Vesa, Som Integrado - VG249Q";R$ 2.599,99;https://www.kabum.com.br/produto/109013/monitor-gamer-asus-tuf-23-8-wide-144-hz-full-hd-1ms-ips-displayport-e-hdmi-freesync-ajuste-de-altura-vesa-som-integrado-vg249q;23.8;144
"Monitor Gamer Curvo AsRock 34"", 165Hz, WQHD, 1ms, DisplayPort e HDMI, HDR, FreeSync, 115% sRGB - PG34WQ15R3A";R$ 3.299,99;https://www.kabum.com.br/produto/514488/monitor-gamer-curvo-asrock-34-165hz-wqhd-1ms-displayport-e-hdmi-hdr-freesync-115-srgb-pg34wq15r3a;34;165
Monitor Gamer Acer Nitro, Tela 23.8”, LED Ips Fhd 180Hz, 1ms, Vrb SRGB 99% Hdr 10, Freesync 1xHDMI - Kg240y M5;R$ 849,90;https://www.kabum.com.br/produto/544570/monitor-gamer-acer-nitro-tela-23-8-led-ips-fhd-180hz-1ms-vrb-srgb-99-hdr-10-freesync-1xhdmi-kg240y-m5;23.8;180
Monitor Gamer Samsung Odyssey OLED G8 32” Uhd, Tela Flat, Painel OLED, 240hz, 0.03ms, Hdr10+, Has, HDMI, Hdcp, Auto Source Switch+ Prata;R$ 8.999,06;https://www.kabum.com.br/produto/590497/monitor-gamer-samsung-odyssey-oled-g8-32-uhd-tela-flat-painel-oled-240hz-0-03ms-hdr10-has-hdmi-hdcp-auto-source-switch-prata;32;240
Monitor Tomate, 24 Polegadas LED, 60HZ, Ultra Slim, Full HD - Bivolt;R$ 478,33;https://www.kabum.com.br/produto/503432/monitor-tomate-24-polegadas-led-60hz-ultra-slim-full-hd-bivolt;;
"Monitor Curvo Gamer Samsung Odyssey Ark 55"", 165Hz, 4K, 1ms, DisplayPort, HDMI e USB, Som Integrado, Bluetooth, FreeSync - LS55CG97WNLXZD";R$ 13.999,90;https://www.kabum.com.br/produto/496129/monitor-curvo-gamer-samsung-odyssey-ark-55-165hz-4k-1ms-displayport-hdmi-e-usb-som-integrado-bluetooth-freesync-ls55cg97wnlxzd;55;165
Monitor Asus Rog Swift 41.5 OLED, 138Hz, 0,1ms, HDMI e DisplayPort, 133% sRGB, HDR, G-Sync, VESA - PG42UQ;R$ 9.949,90;https://www.kabum.com.br/produto/406126/monitor-asus-rog-swift-41-5-oled-138hz-0-1ms-hdmi-e-displayport-133-srgb-hdr-g-sync-vesa-pg42uq;;138
Monitor Gamer Gigabyte, 28 Polegadas, Full HD, 144hz, HDMI e DisplayPort - M28u;R$ 4.879,62;https://www.kabum.com.br/produto/468404/monitor-gamer-gigabyte-28-polegadas-full-hd-144hz-hdmi-e-displayport-m28u;;144
"Monitor Gamer AsRock 27"" 165Hz, QHD, 1ms, DisplayPort e HDMI, HDR, FreeSync, 110% sRGB - PG27Q15R2A";R$ 1.899,99;https://www.kabum.com.br/produto/514491/monitor-gamer-asrock-27-165hz-qhd-1ms-displayport-e-hdmi-hdr-freesync-110-srgb-pg27q15r2a;27;165
Monitor Gamer AOC Agon Pro 27 4K UHD, 160Hz, IPS, 1ms, HDMI/DisplayPort/USB-C, G-Sync, HDR 600, 133% sRGB, Som Integrado, Preto - AG274UXP;R$ 5.499,99;https://www.kabum.com.br/produto/373509/monitor-gamer-aoc-agon-pro-27-4k-uhd-160hz-ips-1ms-hdmi-displayport-usb-c-g-sync-hdr-600-133-srgb-som-integrado-preto-ag274uxp;;160
"Monitor Gamer Samsung Odyssey OLED G6 27"", 360Hz, 0.03ms - LS27DG600SLXZD";R$ 6.999,99;https://www.kabum.com.br/produto/631398/monitor-gamer-samsung-odyssey-oled-g6-27-360hz-0-03ms-ls27dg600slxzd;27;360
"Monitor Gamer Acer Nitro 23.8"", 165Hz, Full HD, 1ms, DisplayPort e HDMI, HDR, FreeSync Premium, VESA - QG241Y Pbiip";R$ 1.089,99;https://www.kabum.com.br/produto/401397/monitor-gamer-acer-nitro-23-8-165hz-full-hd-1ms-displayport-e-hdmi-hdr-freesync-premium-vesa-qg241y-pbiip;23.8;165
Monitor Gamer BenQ Zowie XL2566K 24.5 Full HD, 360Hz, 1ms, HDMI e DisplayPort, Tecnologia DyAc - 9H.LKRLB.QBL;R$ 6.399,90;https://www.kabum.com.br/produto/471610/monitor-gamer-benq-zowie-xl2566k-24-5-full-hd-360hz-1ms-hdmi-e-displayport-tecnologia-dyac-9h-lkrlb-qbl;;360
"Monitor Gamer Rise Mode 24"" Full HD, 165hz, IPS, Preto, DisplayPort e VGA, sRGB 99%, Suporte Vesa - RM-MOG-24F165FH-B";R$ 899,99;https://www.kabum.com.br/produto/515038/monitor-gamer-rise-mode-24-full-hd-165hz-ips-preto-displayport-e-vga-srgb-99-suporte-vesa-rm-mog-24f165fh-b;24;165
"Monitor Gamer Curvo Philco 32"", 165Hz, Full HD, 1ms, DisplayPort e HDMI, HDR 10, FreeSync - PMG32C900FG";R$ 1.422,99;https://www.kabum.com.br/produto/347955/monitor-gamer-curvo-philco-32-165hz-full-hd-1ms-displayport-e-hdmi-hdr-10-freesync-pmg32c900fg;32;165
Monitor Gamer Samsung Odyssey Neo G9, 57p, Tela Curva Super Ultrawide, 240Hz, FreeSync Premium Pro;R$ 16.672,73;https://www.kabum.com.br/produto/510156/monitor-gamer-samsung-odyssey-neo-g9-57p-tela-curva-super-ultrawide-240hz-freesync-premium-pro;;240
"Monitor Gamer Curvo Samsung Odyssey Ark 55"", 165Hz, 4K, 1ms, DisplayPort e HDMI, FreeSync Premium, Ajuste de Altura - LS55BG970NLXZD";R$ 17.999,99;https://www.kabum.com.br/produto/390500/monitor-gamer-curvo-samsung-odyssey-ark-55-165hz-4k-1ms-displayport-e-hdmi-freesync-premium-ajuste-de-altura-ls55bg970nlxzd;55;165
"Monitor Gamer LG UltraGear OLED 27"", 240Hz, QHD, 0.03ms, DisplayPort e HDMI, AMD FreeSync Premium, NVIDIA G-SYNC, HDR10 - 27GR95QE-B";R$ 6.035,99;https://www.kabum.com.br/produto/522518/monitor-gamer-lg-ultragear-oled-27-240hz-qhd-0-03ms-displayport-e-hdmi-amd-freesync-premium-nvidia-g-sync-hdr10-27gr95qe-b;27;240
"Monitor Gamer Husky Avalanche 27"", Wide, 144Hz, Full HD, 1ms, IPS, DisplayPort e HDMI, Adaptive Sync, Som Integrado, Preto - HGMT004";R$ 1.899,99;https://www.kabum.com.br/produto/135274/monitor-gamer-husky-avalanche-27-wide-144hz-full-hd-1ms-ips-displayport-e-hdmi-adaptive-sync-som-integrado-preto-hgmt004;27;144
"Monitor Gamer LG 24"" Full HD, IPS, 100Hz, 5ms, HDMI, Preto - 24MS500-B";R$ 749,99;https://www.kabum.com.br/produto/636041/monitor-gamer-lg-24-full-hd-ips-100hz-5ms-hdmi-preto-24ms500-b;24;100
"Monitor Gamer AsRock 27"", 100Hz, Full HD, 1ms, IPS, HDMI e VGA, FreeSync, 99% sRGB - CL27FF";R$ 989,99;https://www.kabum.com.br/produto/514499/monitor-gamer-asrock-27-100hz-full-hd-1ms-ips-hdmi-e-vga-freesync-99-srgb-cl27ff;27;100
"Monitor Gamer Curvo Gigabyte 27"", 165Hz, Full HD, 1ms, DisplayPort e HDMI, FreeSync, Altura Ajustável - G27FC-A-SA";R$ 1.499,97;https://www.kabum.com.br/produto/189365/monitor-gamer-curvo-gigabyte-27-165hz-full-hd-1ms-displayport-e-hdmi-freesync-altura-ajustavel-g27fc-a-sa;27;165
"Monitor Gamer Acer 23.8"", 75Hz, Full HD, 1ms, HDMI e VGA, Ajuste de Ângulo, FreeSync, VESA - CB242Y";R$ 799,99;https://www.kabum.com.br/produto/381310/monitor-gamer-acer-23-8-75hz-full-hd-1ms-hdmi-e-vga-ajuste-de-angulo-freesync-vesa-cb242y;23.8;75
"Monitor Gamer AOC 27"", 155hz, QHD, 1ms, DisplayPort e HDMI, FreeSync Premium, 121.5% sRGB, VESA - Q27G2";R$ 1.487,00;https://www.kabum.com.br/produto/471887/monitor-gamer-aoc-27-155hz-qhd-1ms-displayport-e-hdmi-freesync-premium-121-5-srgb-vesa-q27g2;27;155
Monitor Gamer Samsung Odyssey G3 27” Fhd, Tela Plana, Painel Va, 180hz, 1ms, Has, HDMI, Dp, Freesync Preto;R$ 1.329,05;https://www.kabum.com.br/produto/624928/monitor-gamer-samsung-odyssey-g3-27-fhd-tela-plana-painel-va-180hz-1ms-has-hdmi-dp-freesync-preto;27;180
Monitor Acer Gamer Nitro 27” Monitor Acer Gamer Nitro 27” LED Va Full Hd 100hz 1ms Ed273 Hbmiix;R$ 999,00;https://www.kabum.com.br/produto/638376/monitor-acer-gamer-nitro-27-monitor-acer-gamer-nitro-27-led-va-full-hd-100hz-1ms-ed273-hbmiix;27;100
"Monitor Gamer Aoc Hero Quad 27"" 155hz Qhd 1440p 1ms Amd Freesync Q27g2";R$ 1.349,10;https://www.kabum.com.br/produto/541849/monitor-gamer-aoc-hero-quad-27-155hz-qhd-1440p-1ms-amd-freesync-q27g2;27;155
Monitor Gamer Asus ROG Swift 49' LED, Ultra Wide, 144 Hz, DFHD, FreeSync Premium, HDR 10, 100% sRGB, HDMI/DisplayPort, Som - XG49VQ;R$ 7.599,99;https://www.kabum.com.br/produto/103167/monitor-gamer-asus-rog-swift-49-led-ultra-wide-144-hz-dfhd-freesync-premium-hdr-10-100-srgb-hdmi-displayport-som-xg49vq;49;144
"Monitor Gamer PCYes Curvo O-CREED O60 27"", 165Hz, Full HD, 1ms, DisplayPort e HDMI, FreeSync - PMGC270FD165";R$ 1.049,99;https://www.kabum.com.br/produto/534293/monitor-gamer-pcyes-curvo-o-creed-o60-27-165hz-full-hd-1ms-displayport-e-hdmi-freesync-pmgc270fd165;27;165
"Monitor Gamer Cooler Master 27"", 165Hz, Full HD, 0.5ms, DisplayPort e HDMI, DCI-P3 90%, HDR - CMI-GM27-FFS-BR";R$ 1.299,99;https://www.kabum.com.br/produto/378063/monitor-gamer-cooler-master-27-165hz-full-hd-0-5ms-displayport-e-hdmi-dci-p3-90-hdr-cmi-gm27-ffs-br;27;165
Monitor Asus Rog Swift 47.5 OLED, 138Hz, 0,1ms, HDMI e DisplayPort, 133% sRGB, HDR, G-Sync, Som Integrado, VESA - PG48UQ;R$ 8.119,89;https://www.kabum.com.br/produto/406125/monitor-asus-rog-swift-47-5-oled-138hz-0-1ms-hdmi-e-displayport-133-srgb-hdr-g-sync-som-integrado-vesa-pg48uq;;138
Monitor Gamer LED 17’’ 5ms 60 Hz HDMI Vga Fhd Controle Luz Azul;R$ 329,71;https://www.kabum.com.br/produto/624540/monitor-gamer-led-17-5ms-60-hz-hdmi-vga-fhd-controle-luz-azul;;60
"Monitor Gamer Acer Nitro KG273 G0bi 27"" LED IPS, Full HD, 120Hz, 1ms, HDMI e VGA, Adaptive-Sync - UM.HX3AA.005";R$ 899,99;https://www.kabum.com.br/produto/631011/monitor-gamer-acer-nitro-kg273-g0bi-27-led-ips-full-hd-120hz-1ms-hdmi-e-vga-adaptive-sync-um-hx3aa-005;27;120
"Monitor Gamer Samsung Odyssey G8 34"", 175Hz, QHD, 0.1ms, DisplayPort, HDMI e USB-C, FreeSync Premium, HDR, VESA - LS34BG850SLXZD";R$ 8.999,99;https://www.kabum.com.br/produto/405438/monitor-gamer-samsung-odyssey-g8-34-175hz-qhd-0-1ms-displayport-hdmi-e-usb-c-freesync-premium-hdr-vesa-ls34bg850slxzd;34;175
"Monitor Gamer Curvo Philco 27"", 165Hz, Full HD, 1ms, DisplayPort e HDMI, FreeSync, HDR 10 - PMG27C900FG";R$ 1.355,00;https://www.kabum.com.br/produto/351755/monitor-gamer-curvo-philco-27-165hz-full-hd-1ms-displayport-e-hdmi-freesync-hdr-10-pmg27c900fg;27;165
"Monitor Gamer LG 29"" 2560 x 1080 FULL HD, 75hz, 1MS, IPS, HDMI, DISPLAY PORT, Freesync, Som Integrado - Ultrawide";R$ 1.371,99;https://www.kabum.com.br/produto/119639/monitor-gamer-lg-29-2560-x-1080-full-hd-75hz-1ms-ips-hdmi-display-port-freesync-som-integrado-ultrawide;29;75
"Monitor Gamer Curvo LG Ultragear 45"" Oled WQHD, 240Hz 0,03ms, HDMI, Dp, Ips Hdr10 Freesync, Premium, Preto - 45gr95qe-b";R$ 9.449,90;https://www.kabum.com.br/produto/530049/monitor-gamer-curvo-lg-ultragear-45-oled-wqhd-240hz-0-03ms-hdmi-dp-ips-hdr10-freesync-premium-preto-45gr95qe-b;45;240
Monitor Gamer 28 4K Acer Nitro, 60Hz, 4ms, IPS, HDMI, DisplayPort, FreeSync - KG282K;R$ 2.506,00;https://www.kabum.com.br/produto/199139/monitor-gamer-28-4k-acer-nitro-60hz-4ms-ips-hdmi-displayport-freesync-kg282k;;60
Samsung Smart Monitor M8 32” 2024 4k, Tela Plana, Painel Va, 60hz, Has, 4ms,smart Hub, Gaming Hub, Airplay Branco;R$ 3.930,63;https://www.kabum.com.br/produto/590495/samsung-smart-monitor-m8-32-2024-4k-tela-plana-painel-va-60hz-has-4ms-smart-hub-gaming-hub-airplay-branco;32;60
"Monitor Gamer Curvo Concórdia, 27"" LED FULL HD, 200hz, 1ms, HDMI, DP, DVI - Cz270f200";R$ 1.169,15;https://www.kabum.com.br/produto/422025/monitor-gamer-curvo-concordia-27-led-full-hd-200hz-1ms-hdmi-dp-dvi-cz270f200;27;200
