marca;preco;link;tamanho;taxa_atualizacao
Monitor Gamer Ultrawide Safe Gamer 30 Pol WFULL HD 200hz 1ms HDMI Dp Va Adaptive-sync Preto;R$ 1.979,10;https://www.kabum.com.br/produto/625404/monitor-gamer-ultrawide-safe-gamer-30-pol-wfull-hd-200hz-1ms-hdmi-dp-va-adaptive-sync-preto;;200
Monitor Gamer Goldentec, 24 Polegadas, LED, Full HD, 75hz 1ms;R$ 809,90;https://www.kabum.com.br/produto/486610/monitor-gamer-goldentec-24-polegadas-led-full-hd-75hz-1ms;;75
"Monitor Gamer Curvo HQ 24"" LED, RGB, Full HD, 75Hz, 1ms, HDMI, Borda Ultra Fina, Pink - 24GHQ-PI";R$ 949,99;https://www.kabum.com.br/produto/319760/monitor-gamer-curvo-hq-24-led-rgb-full-hd-75hz-1ms-hdmi-borda-ultra-fina-pink-24ghq-pi;24;75
"Monitor Gamer Aorus 43"", 144Hz, 4K, 1ms, HDR, DisplayPort, HDMI e USB-C, Quantum Dot, 97% DCI-P3, Preto - FV43U";R$ 6.999,99;https://www.kabum.com.br/produto/159230/monitor-gamer-aorus-43-144hz-4k-1ms-hdr-displayport-hdmi-e-usb-c-quantum-dot-97-dci-p3-preto-fv43u;43;144
Monitor Asus ROG Swift 27, 360Hz, 1ms, HDMI e DisplayPort, 135% sRGB, HDR, G-Sync, Altura Ajustável, VESA - PG27AQN;R$ 7.699,99;https://www.kabum.com.br/produto/406128/monitor-asus-rog-swift-27-360hz-1ms-hdmi-e-displayport-135-srgb-hdr-g-sync-altura-ajustavel-vesa-pg27aqn;;360
"Monitor Gamer Curvo ASUS TUF 23.6"", 165Hz, Full HD, 1ms, DisplayPort e HDMI, Adaptive Sync, VESA, Preto - VG24VQE";R$ 2.099,99;https://www.kabum.com.br/produto/148835/monitor-gamer-curvo-asus-tuf-23-6-165hz-full-hd-1ms-displayport-e-hdmi-adaptive-sync-vesa-preto-vg24vqe;23.6;165
Monitor Gamer Duex, 27 Polegadas FULL HD Ips, 1ms, 240hz, Freesync, HDMI,display Port - DX270ZGP;R$ 1.808,29;https://www.kabum.com.br/produto/483483/monitor-gamer-duex-27-polegadas-full-hd-ips-1ms-240hz-freesync-hdmi-display-port-dx270zgp;;240
Monitor Gamer Lg 22mp410-b, 21.5 Polegadas, FULL HD, 75hz, HDMI Freesync;R$ 740,08;https://www.kabum.com.br/produto/472176/monitor-gamer-lg-22mp410-b-21-5-polegadas-full-hd-75hz-hdmi-freesync;;75
Monitor Gamer Acer Predator 27' IPS, 240 Hz, Full HD, 1ms, G-Sync, HDR 400, 99% sRGB, HDMI/DisplayPort, VESA, Som Integrado - XB273 GX;R$ 3.599,91;https://www.kabum.com.br/produto/135963/monitor-gamer-acer-predator-27-ips-240-hz-full-hd-1ms-g-sync-hdr-400-99-srgb-hdmi-displayport-vesa-som-integrado-xb273-gx;27;240
Monitor Gamer Aoc Viper 24 165hz 1ms;R$ 999,99;https://www.kabum.com.br/produto/587959/monitor-gamer-aoc-viper-24-165hz-1ms;;165
Monitor Curvo LED 27” Ips Borda Fina Full Hd Gamer Ajustável Visão Ampla;R$ 811,49;https://www.kabum.com.br/produto/624523/monitor-curvo-led-27-ips-borda-fina-full-hd-gamer-ajustavel-visao-ampla;27;
Monitor Gamer AOC 24 Polegadas, Full HD, 75hz, 1ms, IPS, HDMI, VGA, Freesync, Preto E Vermelho - 24g2he5;R$ 891,00;https://www.kabum.com.br/produto/171132/monitor-gamer-aoc-24-polegadas-full-hd-75hz-1ms-ips-hdmi-vga-freesync-preto-e-vermelho-24g2he5;;75
Monitor Gamer Gigabyte 28 Polegadas, Uhd, M28u Ae Sa Pivot, Vesa, 144HZ, HDMI, DP, USB Tipo-c;R$ 5.001,45;https://www.kabum.com.br/produto/502837/monitor-gamer-gigabyte-28-polegadas-uhd-m28u-ae-sa-pivot-vesa-144hz-hdmi-dp-usb-tipo-c;;
Monitor Acer Gamer Predator 27 Pol. IPS, FHD, 280Hz 1Ms, HDMI + DisplayPort, HDR400 G-Sync - Xb273 Gz;R$ 2.769,30;https://www.kabum.com.br/produto/402278/monitor-acer-gamer-predator-27-pol-ips-fhd-280hz-1ms-hdmi-displayport-hdr400-g-sync-xb273-gz;;280
"Monitor Gamer Gigabyte LED 27"", 144Hz, Full HD, 1ms, IPS, DisplayPort e HDMI, FreeSync, Altura Ajustável, Preto - G27F-SA";R$ 2.399,99;https://www.kabum.com.br/produto/115579/monitor-gamer-gigabyte-led-27-144hz-full-hd-1ms-ips-displayport-e-hdmi-freesync-altura-ajustavel-preto-g27f-sa;27;144
Monitor Gaming LED 24” 5ms 60hz Full Hd Controle Luz Azul Bivolt;R$ 513,14;https://www.kabum.com.br/produto/624525/monitor-gaming-led-24-5ms-60hz-full-hd-controle-luz-azul-bivolt;24;60
"Monitor Gamer Acer Nitro 34"" Ultrawide Qhd Curvo Ed340cu Hbiipx 100hz 1ms";R$ 2.428,20;https://www.kabum.com.br/produto/631701/monitor-gamer-acer-nitro-34-ultrawide-qhd-curvo-ed340cu-hbiipx-100hz-1ms;34;100
"Monitor Gamer Curvo ViewSonic Omni 27"", 165Hz, Full HD, 1ms, DisplayPort e HDMI, 102% sRGB, FreeSync Premium, Som Integrado - VX2718";R$ 1.399,99;https://www.kabum.com.br/produto/383048/monitor-gamer-curvo-viewsonic-omni-27-165hz-full-hd-1ms-displayport-e-hdmi-102-srgb-freesync-premium-som-integrado-vx2718;27;165
Monitor Gamer Redragon Mirror, Tela de 27 Polegadas FHD, 165HZ, LED, HDMI - GM27X5IPS;R$ 1.329,81;https://www.kabum.com.br/produto/511183/monitor-gamer-redragon-mirror-tela-de-27-polegadas-fhd-165hz-led-hdmi-gm27x5ips;;
Monitor Gamer Gigabyte, 34 Polegadas, 144HZ, 1MS, FULL HD, HDMI/displayport, Curvo 1500r, Flicker Free, Vesa - G34wqc-sa;R$ 3.513,45;https://www.kabum.com.br/produto/497761/monitor-gamer-gigabyte-34-polegadas-144hz-1ms-full-hd-hdmi-displayport-curvo-1500r-flicker-free-vesa-g34wqc-sa;;
Monitor Gamer Lg Ultragear OLED Tela OLED 27” Qhd Hdr400 True Black 1.5m:1 240hz 0,03ms (gtg) Nvidia G-sync – 27gs95qe-b;R$ 6.053,28;https://www.kabum.com.br/produto/617866/monitor-gamer-lg-ultragear-oled-tela-oled-27-qhd-hdr400-true-black-1-5m-1-240hz-0-03ms-gtg-nvidia-g-sync-27gs95qe-b;27;240
Monitor Gamer Acer Nitro XV275K Y 27” Ultra HD, 4K, IPS, UHD, 135Hz, 4ms, HDR 400;R$ 3.269,00;https://www.kabum.com.br/produto/580475/monitor-gamer-acer-nitro-xv275k-y-27-ultra-hd-4k-ips-uhd-135hz-4ms-hdr-400;27;135
"Monitor Gamer Gigabyte 31"", 170Hz, QHD, 1ms, DisplayPort e HDMI, 109% sRGB, HDR, Adaptive-Sync - GS32QC SA";R$ 1.999,99;https://www.kabum.com.br/produto/495225/monitor-gamer-gigabyte-31-170hz-qhd-1ms-displayport-e-hdmi-109-srgb-hdr-adaptive-sync-gs32qc-sa;31;170
Monitor Gamer AOC Agon Pro 24.5 Full HD, 360Hz, IPS, 1ms, HDMI/DisplayPort, G-Sync, HDR 400, 120% sRGB, Som Integrado, Preto - AG254FG;R$ 5.899,99;https://www.kabum.com.br/produto/373508/monitor-gamer-aoc-agon-pro-24-5-full-hd-360hz-ips-1ms-hdmi-displayport-g-sync-hdr-400-120-srgb-som-integrado-preto-ag254fg;;360
Monitor Gamer Multi Warrior Kaizen 27 Polegadas, Full HD IPS, 144Hz, 1ms, HDMI e DisplayPort, FreeSync - MN201;R$ 1.136,59;https://www.kabum.com.br/produto/320075/monitor-gamer-multi-warrior-kaizen-27-polegadas-full-hd-ips-144hz-1ms-hdmi-e-displayport-freesync-mn201;;144
Monitor Gamer Multi Shin Kai 24 Polegadas 23.8 Polegadas Full HD (1920x1080), 1ms, Curvo, 165hz - Mn103;R$ 1.131,99;https://www.kabum.com.br/produto/315621/monitor-gamer-multi-shin-kai-24-polegadas-23-8-polegadas-full-hd-1920x1080-1ms-curvo-165hz-mn103;;165
"Monitor Gamer Curvo Samsung Odyssey 49"" DQHD, Série G9, 240Hz, 1Ms, HDMI + DP, G-sync, Freesync - Lc49g95tsslxzd";R$ 12.599,91;https://www.kabum.com.br/produto/171203/monitor-gamer-curvo-samsung-odyssey-49-dqhd-serie-g9-240hz-1ms-hdmi-dp-g-sync-freesync-lc49g95tsslxzd;49;240
Monitor Gamer Acer 23.8 Polegadas Full HD, 165Hz, 1ms, HDR, FreeSync, HDMI e DisplayPort - QG241Y;R$ 1.401,39;https://www.kabum.com.br/produto/418701/monitor-gamer-acer-23-8-polegadas-full-hd-165hz-1ms-hdr-freesync-hdmi-e-displayport-qg241y;;165
Monitor Gamer Gigabyte 31.5 Polegadas, UHD, M32u Ae As Pivot, Vesa, 144HZ, HDMI, DP, USB Tipo-c;R$ 6.989,79;https://www.kabum.com.br/produto/502792/monitor-gamer-gigabyte-31-5-polegadas-uhd-m32u-ae-as-pivot-vesa-144hz-hdmi-dp-usb-tipo-c;;
Monitor Gamer Curvo 27 Full Hd 100hz Freesync HDMI - Branco;R$ 1.110,55;https://www.kabum.com.br/produto/632857/monitor-gamer-curvo-27-full-hd-100hz-freesync-hdmi-branco;;100
Monitor Cooler Master Ga271, 27 Polegadas, Wqhd, Va, Hdr10, 100hz, 1ms, Srgb;R$ 1.334,39;https://www.kabum.com.br/produto/502538/monitor-cooler-master-ga271-27-polegadas-wqhd-va-hdr10-100hz-1ms-srgb;;100
"Monitor Gamer 27"" Bluecase, 144Hz, Full HD, HDMI/DP - BM277GW";R$ 2.214,79;https://www.kabum.com.br/produto/174108/monitor-gamer-27-bluecase-144hz-full-hd-hdmi-dp-bm277gw;27;144
"Monitor Gamer LG, 27"" Full HD, 240Hz, 1ms, IPS, DisplayPort, HDMI, USB, HDR10, Freesync, sRGB - 27GN750-B.AWZ";R$ 1.731,45;https://www.kabum.com.br/produto/319387/monitor-gamer-lg-27-full-hd-240hz-1ms-ips-displayport-hdmi-usb-hdr10-freesync-srgb-27gn750-b-awz;27;240
Monitor Gamer Redragon Aquamarine 27 Polegadas, Full HD, 165hz, 1ms, HDMI e DisplayPort, FreeSync - GM27H2G;R$ 1.349,10;https://www.kabum.com.br/produto/395189/monitor-gamer-redragon-aquamarine-27-polegadas-full-hd-165hz-1ms-hdmi-e-displayport-freesync-gm27h2g;;165
Monitor Redragon, Ruby, Led, 144hz, Full HD - GM3CC238;R$ 1.156,11;https://www.kabum.com.br/produto/135182/monitor-redragon-ruby-led-144hz-full-hd-gm3cc238;;144
Monitor Gamer Delta 23.8 Polegadas Led, 60/75HZ, HDMI, Full HD, VGA - Bivolt;R$ 591,05;https://www.kabum.com.br/produto/503438/monitor-gamer-delta-23-8-polegadas-led-60-75hz-hdmi-full-hd-vga-bivolt;;
"Monitor Gamer BenQ MOBIUZ EX2710S, 27"", 165Hz, Full HD, 1ms, IPS, DisplayPort e HDMI, FreeSync Premium, HDRi, Color Vibrance, Black eQualizer";R$ 2.699,90;https://www.kabum.com.br/produto/467089/monitor-gamer-benq-mobiuz-ex2710s-27-165hz-full-hd-1ms-ips-displayport-e-hdmi-freesync-premium-hdri-color-vibrance-black-equalizer;27;165
"Monitor Curvo LED Brazilpc 24"" Full Hd 75hz Branco";R$ 735,90;https://www.kabum.com.br/produto/646637/monitor-curvo-led-brazilpc-24-full-hd-75hz-branco;24;75
"Monitor Gamer 3geen 24"", LED Full HD, 75Hz, 1Ms, HDMI, Preto E Vermelho - M2403g-Led";R$ 548,79;https://www.kabum.com.br/produto/506582/monitor-gamer-3geen-24-led-full-hd-75hz-1ms-hdmi-preto-e-vermelho-m2403g-led;24;75
"Suporte De Mesa Bluecase, Articulado, Com Pistão, Para Dois Monitores Até 32"", Bsmtg02-2";R$ 299,90;https://www.kabum.com.br/produto/579281/suporte-de-mesa-bluecase-articulado-com-pistao-para-dois-monitores-ate-32-bsmtg02-2;32;
"Monitor Gamer Acer XV275K, 27"" 4K, IPS, DisplayPort e HDMI, Adaptive Sync - UM.HX5AA.002";R$ 2.399,99;https://www.kabum.com.br/produto/523152/monitor-gamer-acer-xv275k-27-4k-ips-displayport-e-hdmi-adaptive-sync-um-hx5aa-002;27;
"Monitor Gamer AOC Porsche Design 27"", 240Hz, QHD, 0.5ms, DisplayPort e HDMI, FreeSync Premium Pro, HDR 400, 119% sRGB, Preto e Prata - PD27";R$ 5.499,99;https://www.kabum.com.br/produto/373506/monitor-gamer-aoc-porsche-design-27-240hz-qhd-0-5ms-displayport-e-hdmi-freesync-premium-pro-hdr-400-119-srgb-preto-e-prata-pd27;27;240
"Monitor Gamer ASUS TUF 24.5"", 165Hz, Full HD, 1ms, IPS, DisplayPort e HDMI, Adaptive Sync, Ajuste de Altura, Som Integrado, VESA - VG259QR";R$ 2.143,99;https://www.kabum.com.br/produto/148833/monitor-gamer-asus-tuf-24-5-165hz-full-hd-1ms-ips-displayport-e-hdmi-adaptive-sync-ajuste-de-altura-som-integrado-vesa-vg259qr;24.5;165
Monitor Gamer Samsung Odyssey OLED G9 49” Dqhd, Tela Curva Ultrawide, Painel OLED, 240hz, 0.03ms, Hdr10+, Has, Micro HDMI, Dp, Usb Hub Silver;R$ 10.499,00;https://www.kabum.com.br/produto/602366/monitor-gamer-samsung-odyssey-oled-g9-49-dqhd-tela-curva-ultrawide-painel-oled-240hz-0-03ms-hdr10-has-micro-hdmi-dp-usb-hub-silver;49;240
Monitor Gamer Redragon Pearl, 23.6 Polegadas, 165hz, Curvo, LED, FHD, HDMI - Gm24g3c;R$ 1.119,00;https://www.kabum.com.br/produto/509606/monitor-gamer-redragon-pearl-23-6-polegadas-165hz-curvo-led-fhd-hdmi-gm24g3c;;165
"Monitor Gamer Curvo Acer Ultra Wide Nitro ED0 ED340CU H 34"", QHD, 100Hz, 1ms, HDMI, Displayport, Adaptive Sync, HDR10, Preto - UM.CE0AA.H01";R$ 2.399,99;https://www.kabum.com.br/produto/636901/monitor-gamer-curvo-acer-ultra-wide-nitro-ed0-ed340cu-h-34-qhd-100hz-1ms-hdmi-displayport-adaptive-sync-hdr10-preto-um-ce0aa-h01;34;100
"Monitor Gamer Curvo Samsung Odyssey, 49"" Oled Wqhd, Ultrawide, 240Hz, 0.03Ms, FreeSync Premium Pro, G-Sync - Ls49cg930slxzd.";R$ 13.279,90;https://www.kabum.com.br/produto/510155/monitor-gamer-curvo-samsung-odyssey-49-oled-wqhd-ultrawide-240hz-0-03ms-freesync-premium-pro-g-sync-ls49cg930slxzd-;49;240
"Monitor Gamer Samsung Odyssey OLED G8 32"", 4K, 240Hz, 0,03ms - LS32DG800SLXZD";R$ 9.999,99;https://www.kabum.com.br/produto/631397/monitor-gamer-samsung-odyssey-oled-g8-32-4k-240hz-0-03ms-ls32dg800slxzd;32;240
"Monitor Gamer Curvo Cooler Master 27"", 240Hz, Full HD, 0.5ms, DisplayPort e HDMI, 98% DCI-P3, HDR, Adaptive Sync - CMI-GM27-CFX-BR";R$ 2.099,99;https://www.kabum.com.br/produto/378056/monitor-gamer-curvo-cooler-master-27-240hz-full-hd-0-5ms-displayport-e-hdmi-98-dci-p3-hdr-adaptive-sync-cmi-gm27-cfx-br;27;240
Monitor Gamer Asus Tuf Gaming 27”, FULL HD, 165hz Va HDMI Displayport - Vg277q1a;R$ 1.463,73;https://www.kabum.com.br/produto/538944/monitor-gamer-asus-tuf-gaming-27-full-hd-165hz-va-hdmi-displayport-vg277q1a;27;165
Monitor Gamer Curvo Bright 27p, Full HD, 165Hz, 1Ms, HDMI/VGA, Preto;R$ 1.210,00;https://www.kabum.com.br/produto/508681/monitor-gamer-curvo-bright-27p-full-hd-165hz-1ms-hdmi-vga-preto;;165
Monitor Gamer Samsung 24Pol, Full HD, 144 Hz, 1MS, HDMI, Display Port, VGA, Freesync Premium, Regulagem De Altura - Lf24g35tfwlxzd;R$ 1.816,19;https://www.kabum.com.br/produto/232252/monitor-gamer-samsung-24pol-full-hd-144-hz-1ms-hdmi-display-port-vga-freesync-premium-regulagem-de-altura-lf24g35tfwlxzd;;144
Monitor Gamer Redragon Quartz 24 Polegadas, Full HD, 165hz, 1ms, HDMI e Displayport, Freesync - GM24H2G;R$ 1.156,11;https://www.kabum.com.br/produto/395188/monitor-gamer-redragon-quartz-24-polegadas-full-hd-165hz-1ms-hdmi-e-displayport-freesync-gm24h2g;;165
"Monitor Gamer PCyes 31.5"" Z-max Z10, FULL HD, 240HZ, 1ms, Displayport HDMI Va Freesync - Pmg320fd240";R$ 1.744,59;https://www.kabum.com.br/produto/585840/monitor-gamer-pcyes-31-5-z-max-z10-full-hd-240hz-1ms-displayport-hdmi-va-freesync-pmg320fd240;31.5;
Monitor Gamer Samsung Odyssey Ark, 55p, 2nd Gen 4K, Tela Curva, 165Hz, 1Ms, FreeSync Premium Pro;R$ 18.869,40;https://www.kabum.com.br/produto/514166/monitor-gamer-samsung-odyssey-ark-55p-2nd-gen-4k-tela-curva-165hz-1ms-freesync-premium-pro;;165
Monitor 31,5'' LG Uhd 4k Com Hdr10 E Amd Freesynct - 32un500;R$ 2.834,99;https://www.kabum.com.br/produto/162939/monitor-31-5-lg-uhd-4k-com-hdr10-e-amd-freesynct-32un500;5;
"Suporte Elg Articulado De Mesa Para 2 Monitores De 15"" A 27"" - F50d2.";R$ 377,00;https://www.kabum.com.br/produto/386381/suporte-elg-articulado-de-mesa-para-2-monitores-de-15-a-27-f50d2-;15;
"Monitor Gamer Curvo HQ 24"", 165 Hz, Full HD, 1ms, DisplayPort e HDMI, FreeSync, sRGB, Som Integrado, Rosa - 24GHQ-PINKsRGB";R$ 1.299,99;https://www.kabum.com.br/produto/319755/monitor-gamer-curvo-hq-24-165-hz-full-hd-1ms-displayport-e-hdmi-freesync-srgb-som-integrado-rosa-24ghq-pinksrgb;24;165
Monitor Gamer Cooler Master 23.8 Pol. Full HD (1920x1080), 0.5MS, 144Hz, IPS, HDMI, Hdr10, Vesa - Gm238-Ffs;R$ 1.259,90;https://www.kabum.com.br/produto/481028/monitor-gamer-cooler-master-23-8-pol-full-hd-1920x1080-0-5ms-144hz-ips-hdmi-hdr10-vesa-gm238-ffs;;144
"Monitor Gamer Gigabyte 27"", 175Hz, QHD, 0.5ms, IPS, DisplayPort e HDMI, HDR, 140% sRGB, FreeSync Premium, VESA - M27Q-SA";R$ 2.999,99;https://www.kabum.com.br/produto/415825/monitor-gamer-gigabyte-27-175hz-qhd-0-5ms-ips-displayport-e-hdmi-hdr-140-srgb-freesync-premium-vesa-m27q-sa;27;175
Monitor Gamer BenQ 24 Polegadas, Full HD, 144Hz, 1Ms, DisplayPort e HDMI, Altura Ajustável - XL2411K;R$ 1.985,99;https://www.kabum.com.br/produto/244572/monitor-gamer-benq-24-polegadas-full-hd-144hz-1ms-displayport-e-hdmi-altura-ajustavel-xl2411k;;144
"Monitor Gamer Borda Infinita LED 27"" Fhd Painel Ips Visão Expansiva";R$ 1.123,67;https://www.kabum.com.br/produto/636942/monitor-gamer-borda-infinita-led-27-fhd-painel-ips-visao-expansiva;27;
Monitor Duex Dx 238xf, 23.8 Polegadas, Eled Ips, FULL HD, 60hz;R$ 769,90;https://www.kabum.com.br/produto/530595/monitor-duex-dx-238xf-23-8-polegadas-eled-ips-full-hd-60hz;;60
"Monitor Samsung UR55, 28"", UHD, Tela Plana, 60Hz, 4Ms, HDMI, FreeSync, HDR, Game Mode";R$ 1.599,00;https://www.kabum.com.br/produto/158398/monitor-samsung-ur55-28-uhd-tela-plana-60hz-4ms-hdmi-freesync-hdr-game-mode;28;60
Monitor Gamer Gigabyte 27Polegadas, 1ms Gtg 165 Hz Freesync - M27FA;R$ 2.220,75;https://www.kabum.com.br/produto/461840/monitor-gamer-gigabyte-27polegadas-1ms-gtg-165-hz-freesync-m27fa;;165
Monitor Gamer Lg Ultragear 27 Polegadas,FULL HdD144hz 1ms Ips, HDMI e Displayport;R$ 1.538,59;https://www.kabum.com.br/produto/467943/monitor-gamer-lg-ultragear-27-polegadas-full-hdd144hz-1ms-ips-hdmi-e-displayport;;144
"Monitor Gamer Duex Dx240g, Ips FULL HD, 24"", 165hz HDMI/dp - Dx240g";R$ 939,55;https://www.kabum.com.br/produto/519013/monitor-gamer-duex-dx240g-ips-full-hd-24-165hz-hdmi-dp-dx240g;24;165
Monitor Gamer Brazilpc 23.8 Full HD, 180Hz, Curvo, R1500, Preto;R$ 853,90;https://www.kabum.com.br/produto/583220/monitor-gamer-brazilpc-23-8-full-hd-180hz-curvo-r1500-preto;;180
"Monitor Gamer Duex Dx315g 31.5"", Ips, Full Hd, 360hz, 1ms, Freesync, Preto";R$ 2.763,59;https://www.kabum.com.br/produto/570164/monitor-gamer-duex-dx315g-31-5-ips-full-hd-360hz-1ms-freesync-preto;31.5;360
Monitor Gamer Samsung Odyssey OLED G6 27” Qhd, Tela Flat, Painel OLED, 360hz,auto Source Switch+, Freesync Premium Pro Prata;R$ 6.998,95;https://www.kabum.com.br/produto/590496/monitor-gamer-samsung-odyssey-oled-g6-27-qhd-tela-flat-painel-oled-360hz-auto-source-switch-freesync-premium-pro-prata;27;360
Monitor Gamer Alltek 21.5 LED Fhd HDMI 100hz Mnt-atk125;R$ 637,23;https://www.kabum.com.br/produto/640433/monitor-gamer-alltek-21-5-led-fhd-hdmi-100hz-mnt-atk125;;100
Monitor Gamer 27'', Gigabyte G27fc-a-sa, Curvo, Full HD, 165hz, 1ms, Freesync - Hdmi/displayport;R$ 1.927,80;https://www.kabum.com.br/produto/324023/monitor-gamer-27-gigabyte-g27fc-a-sa-curvo-full-hd-165hz-1ms-freesync-hdmi-displayport;27;165
Monitor Gamer Asus Tuf Gaming 23.8 LED FHD, 165hz, 1ms, DP, HDMI, Freesync, Alto-Falante 2Wx2 - Vg247q1a;R$ 1.207,45;https://www.kabum.com.br/produto/355991/monitor-gamer-asus-tuf-gaming-23-8-led-fhd-165hz-1ms-dp-hdmi-freesync-alto-falante-2wx2-vg247q1a;;165
Monitor Gamer 32 Curvo 2.5k QHD, 165Hz, Freesyng Gsync, Gamemax;R$ 5.305,86;https://www.kabum.com.br/produto/133430/monitor-gamer-32-curvo-2-5k-qhd-165hz-freesyng-gsync-gamemax;;165
Monitor Gamer Dahua Ultrawide 30 Polegadas, WFHD, 1ms, 200HZ, DCR Inteligente Adaptive-sync, HDMI, Dp, Va, Preto - Dhi-lm30-e330ca;R$ 1.709,10;https://www.kabum.com.br/produto/512780/monitor-gamer-dahua-ultrawide-30-polegadas-wfhd-1ms-200hz-dcr-inteligente-adaptive-sync-hdmi-dp-va-preto-dhi-lm30-e330ca;;
"Monitor Gamer Cooler Master 27"", LCD Curvo, Widescreen, Full HD, HDMI, 165Hz, 3ms, FreeSync - GM27-CF";R$ 2.780,99;https://www.kabum.com.br/produto/348630/monitor-gamer-cooler-master-27-lcd-curvo-widescreen-full-hd-hdmi-165hz-3ms-freesync-gm27-cf;27;165
Monitor Gamer Redragon Thugga, Tela de 21.5 Polegadas FHD 75HZ, LED, HDMI, Preto - BM21V13;R$ 729,99;https://www.kabum.com.br/produto/511176/monitor-gamer-redragon-thugga-tela-de-21-5-polegadas-fhd-75hz-led-hdmi-preto-bm21v13;;
"Monitor Gamer LG Ultragear, 32"" LED, 165Hz, 1ms, DisplayPort, HDMI, G-Sync, SRGB - 32GN600-B";R$ 1.678,95;https://www.kabum.com.br/produto/444169/monitor-gamer-lg-ultragear-32-led-165hz-1ms-displayport-hdmi-g-sync-srgb-32gn600-b;32;165
"Monitor Msi, Optix, Curved 31.5"", Fhd 165hz - G32c4w";R$ 2.849,91;https://www.kabum.com.br/produto/440840/monitor-msi-optix-curved-31-5-fhd-165hz-g32c4w;31.5;165
Monitor Gamer Acer Nitro 31.5p Curvo, Full HD, 165Hz - Ed320qr S3biipx;R$ 1.859,91;https://www.kabum.com.br/produto/506583/monitor-gamer-acer-nitro-31-5p-curvo-full-hd-165hz-ed320qr-s3biipx;;165
Monitor Gamer Gigabyte, 32 Polegadas, 144hz, HDMI e DisplayPort, Curvo - M32uc;R$ 5.563,17;https://www.kabum.com.br/produto/468402/monitor-gamer-gigabyte-32-polegadas-144hz-hdmi-e-displayport-curvo-m32uc;;144
Monitor Gamer Redragon, 23Pol, Full HD, 144Hz, 1MS, IPS, HDMI, DP, VGA, Freesync - M2444ph;R$ 1.036,86;https://www.kabum.com.br/produto/298342/monitor-gamer-redragon-23pol-full-hd-144hz-1ms-ips-hdmi-dp-vga-freesync-m2444ph;;144
Monitor Gamer Bluecase 24 Polegadas Full HD, 144HZ, 1ms, HDMI e DisplayPort, FreeSync - BM242GW;R$ 1.401,39;https://www.kabum.com.br/produto/173797/monitor-gamer-bluecase-24-polegadas-full-hd-144hz-1ms-hdmi-e-displayport-freesync-bm242gw;;
Monitor Gamer Acer VG240Y FHD 165hz FreeSync ZeroFrame 0,5ms.;R$ 2.239,92;https://www.kabum.com.br/produto/132123/monitor-gamer-acer-vg240y-fhd-165hz-freesync-zeroframe-0-5ms-;;165
"Monitor Gamer AOC League of Legends 27"", 165Hz, QHD, 1ms, IPS, DisplayPort e HDMI, RGB, G-Sync, 129% sRGB, HDR, Preto e Amarelo - AG275QXL";R$ 3.799,90;https://www.kabum.com.br/produto/373510/monitor-gamer-aoc-league-of-legends-27-165hz-qhd-1ms-ips-displayport-e-hdmi-rgb-g-sync-129-srgb-hdr-preto-e-amarelo-ag275qxl;27;165
Monitor Gamer Samsung Odyssey G30 24” Full HD;R$ 989,10;https://www.kabum.com.br/produto/459198/monitor-gamer-samsung-odyssey-g30-24-full-hd;24;
Monitor Gamer Asus TUF 31.5' LED, 165 Hz, 2K QHD, 1ms, FreeSync Premium, HDR 10, 120% sRGB, HDMI/DisplayPort, VESA, Som Integrado - VG32VQ1B;R$ 2.791,90;https://www.kabum.com.br/produto/223104/monitor-gamer-asus-tuf-31-5-led-165-hz-2k-qhd-1ms-freesync-premium-hdr-10-120-srgb-hdmi-displayport-vesa-som-integrado-vg32vq1b;31.5;165
Monitor Gamer Benq Mobiuz Ex240n 23.8 Fhd Va 165hz 4ms Hdr HDMI Dp Freesync Alto-falante - 9h.ll6lb.qba;R$ 1.579,90;https://www.kabum.com.br/produto/633833/monitor-gamer-benq-mobiuz-ex240n-23-8-fhd-va-165hz-4ms-hdr-hdmi-dp-freesync-alto-falante-9h-ll6lb-qba;;165
Monitor Gamer Vxpro 19 Led Wsxga 60hz 5ms Hdmi Vga;R$ 358,55;https://www.kabum.com.br/produto/377005/monitor-gamer-vxpro-19-led-wsxga-60hz-5ms-hdmi-vga;;60
Monitor Gamer Gigabyte 32 Polegadas, IPS 144 HZ, 4k, UHD, 1ms, 144hz, HDMI, DP- M32u-sa;R$ 6.624,30;https://www.kabum.com.br/produto/502836/monitor-gamer-gigabyte-32-polegadas-ips-144-hz-4k-uhd-1ms-144hz-hdmi-dp-m32u-sa;;144
"Monitor Gamer PCYes O-CREED O50 27"", 165Hz, Full HD, 1ms, DisplayPort e HDMI, FreeSync - PMG270FD165AAP";R$ 938,90;https://www.kabum.com.br/produto/534294/monitor-gamer-pcyes-o-creed-o50-27-165hz-full-hd-1ms-displayport-e-hdmi-freesync-pmg270fd165aap;27;165
"Monitor Gamer Philips Evnia 34"" QD OLED Ultrawide QHD 175Hz, 0.1ms, RGB, DisplayPort e HDMI, HDR, Alto Falante, Branco - 34M2C8600";R$ 6.699,99;https://www.kabum.com.br/produto/630639/monitor-gamer-philips-evnia-34-qd-oled-ultrawide-qhd-175hz-0-1ms-rgb-displayport-e-hdmi-hdr-alto-falante-branco-34m2c8600;34;175
